Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics
和平分手,Rachel Liang,47,0.697,0.464,284126,0.396,0,2,0.161,-7.098,1,0.0351,140.744,4,0.342,"是否有天我們會老去
街頭不期而遇
笑著 說愛情是場鬧劇

是否有天悲傷會遠去
每場淋過的雨 都寫成練習曲

從開始走到終於
終於無能為力的結局
在愛之外的差距
還是過不去
為彼此留的餘地
完滿了回憶
把承諾都還給你
把祝福都留給你
一個人走

和平分手 愛已別無所求
誰都不必太內疚
接受無心犯的錯
...

******* This Lyrics is NOT for Commercial use *******"
愛上你算我賤,NICKTHEREAL,53,0.00432,0.478,250942,0.738,0,6,0.154,-4.464,0,0.0414,163.994,4,0.353,"你看起來有點累
寂寞 想找人陪
想成為你的誰
要怎麼追才不用排隊

謊言的嫌疑犯
已讀了我的愛
付出像是還債
我們別浪費時間

後悔 昨天 送你的宵夜
賠上了全部 你都不屑
I ran away 這部愛情片
爛得很特別

愛上你算我賤 我甘願被你騙
還要我多廢 請問他又是誰
愛上你算我賤 我甘願被你騙
是不是又喝醉 你要我怎麼睡

I want you right now
...

******* This Lyrics is NOT for Commercial use *******"
擋一根,Amazing Show,52,0.0799,0.518,236133,0.8,0,6,0.098,-6.412,0,0.0452,76.064,4,0.43,Lyrics not found
十七,S.H.E,38,0.137,0.47,308693,0.563,0,2,0.137,-4.893,1,0.036,149.881,4,0.374,"在無窮無盡之間 充滿吶喊的子夜
十七歲的我們 在哪邊
在未來攤開之前 期待又怕受傷害
是我 和你和你 說著夢想 說著心願

在有來有往之後 三種特別的語言
上天選了我們 圍成圈
在潮起潮落之間 將我環繞的世界
拾起 許多情節 如此和諧 如此無間

時間的長河 我非你們不可
緣分的比喻 匯流成一首歌
那是我們 從還懵懂的青春
變成 最重要的人

也許經歷過聚散和離分 (也許經歷過聚散離分)
也許嘗受過懷疑眼神 (也許嘗受過懷疑眼神)
我們的生命卻不斷延伸 (我們的生命不斷延伸)
...

******* This Lyrics is NOT for Commercial use *******"
輸情歌,J.Sheon,53,0.784,0.633,224653,0.327,0,5,0.185,-8.225,1,0.0431,149.959,4,0.557,Lyrics not found
紅豆,Faye Wong,56,0.27,0.554,256027,0.408,6.53e-06,0,0.26,-10.609,1,0.0317,111.821,4,0.17,"還沒好好地感受 雪花綻放的氣候
我們一起顫抖 會更明白什麼是溫柔
還沒跟你牽著手 走過荒蕪的沙丘
可能從此以後 學會珍惜天長和地久

有時候 有時候
我會相信一切有盡頭
相聚離開 都有時候
沒有什麼會永垂不朽

可是我 有時候
寧願選擇留戀不放手
等到風景都看透
...

******* This Lyrics is NOT for Commercial use *******"
山海,No Party For Cao Dong,55,0.0543,0.561,251053,0.676,0.0557,11,0.106,-10.49,0,0.0645,160.044,4,0.306,"我看著 天真的我自己
出現在 沒有我的故事裡
等待著 我的回應
一個為何至此 的原因

他明白 他明白 我給不起
...

******* This Lyrics is NOT for Commercial use *******"
"起风了 - 电视剧""加油你是最棒的""主题曲",吳青峰,55,0.484,0.548,313565,0.396,0,3,0.144,-7.788,1,0.0265,73.963,4,0.501,"我曾將青春翻湧成她
也曾指尖彈出盛夏
心之所動 且就隨緣去吧

這一路上走走停停
順著少年漂流的痕跡
邁出車站的前一刻 竟有些猶豫
不禁笑這近鄉情怯 仍無可避免
而長野的天 依舊那麼暖 風吹起了從前

從前初識這世間 萬般流連
看著天邊似在眼前
也甘願赴湯蹈火去走它一遍
如今走過這世間 萬般流連
翻過歲月不同側臉
措不及防闖入你的笑顏

我曾難自拔於世界之大
也沉溺於其中夢話
...

******* This Lyrics is NOT for Commercial use *******"
所謂的愛,Xiao Yu,45,0.517,0.447,192813,0.613,0,3,0.279,-7.644,1,0.0668,75.922,4,0.248,"Woo OH
我喜歡你會說我們多適合
我喜歡你會說一切多難得
也不懂為何 有你就對了
你討厭每一次離別的時刻
你討厭每一次要說再見的場合
我猜不透你的沉默
太多時候忙著生活
愛變成了習慣 像裡所當然
讓你守候 讓我們都孤單
對不起 我又不在你的身邊
多想喚回那些時間 借我借我你的手牽
...

******* This Lyrics is NOT for Commercial use *******"
遺失的美好,Angela Chang,51,0.862,0.619,261933,0.335,0,5,0.0742,-9.407,1,0.0294,99.824,4,0.209,"海的思念绵延不绝
终于和天 在地平线交会
爱如果走得够远
应该也会跟幸福相见

承诺常常很像蝴蝶
美丽的飞盘旋然后不见
但我相信你给我的誓言
就像一定会来的春天

我始终带着你爱的微笑
一路上寻找我遗失的美好
不小心当泪滑过嘴角
就用你握过的手抹掉

再多的风景也从不停靠
...

******* This Lyrics is NOT for Commercial use *******"
天黑請閉眼 (feat. 邱鋒澤),Nine Chen,55,0.28,0.534,286832,0.731,0,0,0.0914,-5.558,1,0.0562,169.928,4,0.425,"確認身份 別恍神 這遊戲 無法天真
多麼認真 三更半夜 都還在這
奮不顧身 滿是傷痕 叫人沉淪 危險迷人

想起那時 多快樂 手牽著手 屠神
才轉眼間 我們 卻 變得 如此陌生
奮不顧身 滿是 傷痕 享受爾虞我詐的快樂

天黑請閉眼 我在你身邊
卻測不出妳雪藏的那面
該怎麼進退 妳狼狽發言
那些預言都 成了虧欠

天黑請閉眼 愛在你身邊
毒藥是誰給 女巫的懲戒
我怎麼進退 故事的結尾
你一槍爆裂埋葬我的愛戀
Oh 不斷輪迴
...

******* This Lyrics is NOT for Commercial use *******"
家家酒,Jia Jia,57,0.421,0.552,273405,0.543,0,6,0.107,-6.272,1,0.0277,132.103,4,0.181,"抱歉 不是洋娃娃
微笑 久了會累吧
我怎麼想 就那麼想
懶得再假裝

抱歉 不擅長模仿
你想要的 那種優雅
想哭的話 就哭了啊
管誰的眼光

我有一點累 才沒回嘴
你認為的 自以為
並不是 無所謂
別把愛情 變成惡趣味

我們 是真的愛嗎
我想問我自己嗎
要是像 家家酒 想要家 就有個家
那該有多好呀

願望 都會成真嗎
...

******* This Lyrics is NOT for Commercial use *******"
愛我別走,Zhang Zhen Yue,57,0.552,0.646,284467,0.356,1.63e-06,0,0.0964,-10.804,1,0.0268,90.079,4,0.684,"我到了這個時候還是一樣
夜裡的寂寞容易叫人悲傷
我不敢想的太多 因為我一個人

迎面而來的月光拉長身影
漫無目的地走在冷冷的街
我沒有妳的消息 因為我在想妳

愛我別走
如果你說 你不愛我
不要聽見你真的说出口
再给我一點溫柔

愛我別走
如果你說 你不愛我
...

******* This Lyrics is NOT for Commercial use *******"
夢中的情話,Jody Chiang,48,0.314,0.558,289360,0.468,0.0005,11,0.18,-6.19,0,0.0278,123.985,4,0.255,"夢中的情話 啊 是真亦是假
嘸管風雨怎樣底吹 阮猶原嘸甘清醒
夢中叮嚀的話 雖然只有幾句話
乎我溫暖在心底 真想要來用心交陪

夢中的情話 啊 是真不是假
雖然夢境彼呢短 愛你永遠袂反悔
夢中叮嚀的話 山盟海誓一句話
望你謹記在心底 我會用真心來交陪

感謝妳對我這坦白
乎我有重新出發的機會
初戀的滋味也試過
著乎感情來冷靜徹底

...

******* This Lyrics is NOT for Commercial use *******"
關於小熊,Soft Lipa,50,0.591,0.918,316920,0.371,0,9,0.11,-10.493,1,0.104,92.983,4,0.769,"他是 一隻絨毛玩偶他是綠色的
樣子 是北極熊應該是怕熱的
但是他是 那年春吶男孩帶著女孩
在熱鬧 的墾丁街用飛鏢射到的
他們合照了幾張 在星巴克
身上穿著鮮艷的 扶桑花色
那時 小熊的表情還有些生澀
從此 他們的生活都有他跟著
有他跟著的時候 他們大致都快樂
他睡女孩枕頭旁 男孩睡外側
他是 當他們吵架又合好的藥
他們拿他逗對方發自內心的笑
他看著他們打鬧 有時被丟來丟去
看過他們打砲 看過女孩抽搐
他有時夜晚禱告 能一直跟著他們沒有憂慮
不管哪裡都去

關於小熊的事 也關於你關於我
關於留關於走 關於喜歡與否
關於小熊的事 也關於你關於我
關於留關於走 關於喜歡與否

他不知道人會變 不知道
男孩女孩之間為什麼沉默 他不知道
為什麼枕頭會溼掉 為什麼施暴
...

******* This Lyrics is NOT for Commercial use *******"
終究還是因為愛,TRASH,57,0.0253,0.552,285222,0.8,2.22e-06,10,0.125,-5.203,1,0.0587,126.027,4,0.182,"感謝你曾經給我留下的傷
讓我有比從前要強悍的心臟
感謝在背後支撐住的力量
讓每次暴風雨來臨時還能擁有信仰

是什麼讓我們可以相遇
為什麼讓我們碎的支離
回頭看所有安排好的命運
才認識了註定

是你成為我的盔甲
抵抗所有千軍萬馬
是你讓我懂得原諒
放下過去 凝視遠方

不掙扎 不抵抗
接受失去 擁抱徬徨
到最後 一直在尋找的答案
原來都是因為愛

(L O V E)
(L O V E)
(L O V E)
(原來都是因為愛)
(L O V E)
(L O V E)
(L O V E)
(L O V E)

...

******* This Lyrics is NOT for Commercial use *******"
如果我們還在一起,Cosmos People,48,0.389,0.69,273934,0.636,7.59e-05,0,0.192,-8.453,1,0.0967,172.064,4,0.292,"遇見你的那天 是七月悶熱的天氣
我們都假裝沒把對方看在眼裡
知道你也在意我 整夜都無法閉上眼睛
想像我們一起演的電影 會有多美的結局
打聽你的消息 走在你會出現的街景
當時我的好奇 讓我們在人群中靠近
愛上你是生命中 最容易的決定
怎麼可能卻走到了最難的選擇題

如果我們還在一起 會不會輕易放棄
說好了永遠不改變的約定
如果我們還在一起 會不會繼續下去
...

******* This Lyrics is NOT for Commercial use *******"
不得不愛,Will Pan,59,0.751,0.719,281413,0.484,0,8,0.0776,-7.898,1,0.0944,79.995,4,0.438,"天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩

天天把它挂嘴边
到底什么是真爱
I love you
到底有几分 说得比想像更快

是我们感情丰富太慷慨 还是有上天安排
是我们本来就是那一派 还是舍不得太乖
是那一次约定了没有来 让我哭得像小孩
是我们急著证明我存在 还是不爱会发呆 baby

不得不爱 否则快乐从何而来
不得不爱 否则悲伤从何而来
不得不爱 否则我就失去未来
好像身不由己 不能自己很失败
可是每天都过得精彩

天天都需要你爱
我的心思由你猜
I love you
我就是要你让我每天都精彩

...

******* This Lyrics is NOT for Commercial use *******"
愛愛愛,Khalil Fong,55,0.4,0.473,215253,0.459,0,9,0.0862,-7.348,1,0.0377,66.37,4,0.346,"在 哪裡記載 第一個桃花賊 誰在 哪裡典賣 第一支紫玉釵
我在 這裡見怪更怪 見過電影裡面人家的海 更想去看海
唱過人家的愛 更想找愛

你哭起來 我笑起來 都為了 愛愛愛
有一天翻開辭海找不到愛 花不開 樹不擺 還是更暢快
愛 還是會期待 還是覺得孤單太失敗 我愛故我在

...

******* This Lyrics is NOT for Commercial use *******"
街角的祝福,Penny Tai,50,0.923,0.648,248573,0.353,6.24e-05,11,0.111,-7.207,1,0.0283,95.997,4,0.398,"多少個秋 多少個冬
我幾乎 快要被治癒好
但還是會只因為
一個重複的話題 就無心自擾
也曾想過 若真遇見
我們應該如何是好
我想我還是會 站在某一個街角
不讓你看到

只因為我不想打擾
只因為怕你 解釋不了
只因為現在 你的眼睛裡
她比我還重要
...

******* This Lyrics is NOT for Commercial use *******"
有些,颜人中,64,0.744,0.685,229524,0.535,0,7,0.081,-7.53,1,0.0433,125.922,4,0.369,"房間還是亂糟糟 外套還丟在一角
你搬走之後 我也沒改變多少
藏著關心的打擾 簡訊平靜的語調
你說還好 抱著枕頭也能睡著
Oh 好像是我的錯
再多一個擁抱 我不再放掉

難過夾帶陌生的感覺有一些
已模糊的鏡頭拉不回那從前
明明不是下雨天卻淋濕雙眼
與你有關的淚點
又閃回到昨天的錯覺有一些
你佔據我世界卻不在身邊
我試著把抱歉再說一遍
你還是說了再見
...

******* This Lyrics is NOT for Commercial use *******"
愛你,Kimberley Chen,58,0.333,0.552,207840,0.521,0,9,0.0901,-6.721,1,0.0286,144.027,4,0.142,"就這樣 愛你 愛你 愛你 隨時都要一起
我喜歡 愛你 外套 味道 還有你的懷裡
把我們衣服鈕扣互扣 那就不用分離
美好愛情 我就愛這樣貼近 因為你

我閉上眼睛 貼著你心跳呼吸
而此刻地球 只剩我們而已
你微笑的唇型 總勾著我的心
每一秒初吻 我每一秒都想要吻你

...

******* This Lyrics is NOT for Commercial use *******"
體面,Kelly Yu,57,0.421,0.36,282770,0.465,0.000278,10,0.109,-8.483,1,0.0337,169.845,4,0.205,"別堆砌懷念讓劇情 變得狗血
深愛了多年又何必 毀了經典
都已成年不拖不欠
浪費時間是我情願
像謝幕的演員 眼看著燈光熄滅

來不及 再轟轟烈烈
就保留 告別的尊嚴
我愛你不後悔 也尊重故事結尾

分手應該體面 誰都不要說抱歉
何來虧欠 我敢給就敢心碎
...

******* This Lyrics is NOT for Commercial use *******"
錯的人,Elva Hsiao,53,0.76,0.511,311813,0.511,0,4,0.104,-6.787,1,0.0366,127.826,4,0.239,"明知道爱情并不牢靠
但是我还是拼命往里跳
明知道再走可能是监牢
但是我还是相信只是煎熬

朋友都劝我不要不要
不要拿自己的幸福开玩笑
但是做人已经那么累
假惺惺的想要逃
在爱里连真心都不能给
这才真的真正的可笑

爱得太真 太容易 让自己牺牲
太容易让自己沉沦
太容易 不顾一切 满是伤痕
我太笨 明知道你是错的人
明知道这不是缘分
但是我还奋不顾身
...

******* This Lyrics is NOT for Commercial use *******"
我不是饒舌歌手,Marz23,49,0.0429,0.579,212766,0.658,0,9,0.219,-7.074,1,0.0834,80.013,4,0.186,"抱歉我不是個饒舌歌手
不常party也不太愛social

抱歉我不是個饒舌歌手
不能給妳愛的蛋堡還有熱狗
不常party也不太愛social
但我吉他其實彈的還算不錯
Kissing my tattoos留下了IG
覺得我太酷會讓人外遇
But I tryna to take you home
妳說抱歉帥哥妳只愛饒舌歌手

塗指甲油穿著窄褲不撐傘的態度
在路上都會被警察逮捕
I realize走得太快風格太帥
簡直把儒家思想的風氣敗壞

只怪我生錯年代
90的時代我就是你媽的天菜
...

******* This Lyrics is NOT for Commercial use *******"
正想著你呢,Chih Siou,49,0.783,0.38,205371,0.245,3.01e-05,4,0.183,-10.364,1,0.0281,168.167,4,0.362,Lyrics not found
天后,Andrew Tan,60,0.199,0.46,289400,0.643,0,9,0.0917,-5.903,1,0.0309,160.044,4,0.286,"終於找到藉口 趁著醉意上心頭
表達我所有感受
寂寞漸濃 沉默留在舞池角落
你說的太少或太多
都會讓人更惶恐
誰任由誰放縱 誰會先讓出自由
最後一定總是我
雙腳懸空 在你冷酷熱情間遊走
被侵佔所有還要笑著接受

我嫉妒你的愛 氣勢如虹
像個人氣高居不下的天后
你要的不是我 而是一種虛榮
...

******* This Lyrics is NOT for Commercial use *******"
後來,Rene Liu,58,0.69,0.677,341400,0.5,0,3,0.174,-8.285,1,0.0265,149.784,4,0.375,"後來 我總算學會了 如何去愛
可惜你早已遠去 消失在人海
後來 終於在眼淚中明白
有些人 一旦錯過就不再

梔子花 白花瓣
落在我藍色百褶裙上
愛你 你輕聲說
我低下頭 聞見一陣芬芳

那個永恆的夜晚 十七歲仲夏
你吻我的那個夜晚
讓我往後的時光 每當有感嘆
總想起 當天的星光

...

******* This Lyrics is NOT for Commercial use *******"
I Believe,Fan Yi Chen,59,0.736,0.569,288773,0.287,0,7,0.124,-8.117,1,0.0288,129.935,4,0.148,Lyrics not found
誰,Yo Lee,36,0.694,0.468,251077,0.26,0,1,0.109,-9.757,1,0.0386,128.579,4,0.214,"害怕伸出手
裝作 什麼都不想要
這樣也好 每天說服著自己

還在原地停留 等著你
也等著我自己
你若能懂 現在別再猶豫
走進我的心

誰 能夠找到我
在人海中 流浪等待 愛
將我的輪廓填滿

誰 想要找到我
多麼希望 擁有一個你
...

******* This Lyrics is NOT for Commercial use *******"
寶貝(In The Night),Deserts Chang,50,0.848,0.755,161173,0.274,1.57e-06,0,0.131,-12.403,1,0.034,110.064,4,0.535,"我的寶貝 寶貝 給你一點甜甜
讓你今夜都好眠
我的小鬼 小鬼 逗逗你的眉眼
讓你喜歡這世界

嘩啦啦啦啦啦 我的寶貝
倦的時候有個人陪
唉呀呀呀呀呀 我的寶貝
要你知道你最美

...

******* This Lyrics is NOT for Commercial use *******"
