Track Name,Artist Name,Popularity,Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Lyrics,lyrics,final_lyrics
讓我為你唱情歌,Jam Hsiao,50,0.0905,0.377,251000,0.682,0.0,3,0.163,-3.795,1,0.0312,171.106,4,0.42,印象中你帽子遮臉在教室裡面不發一語過每一天眼神中有點落寞有點藏著什麼我問你搖頭眼光卻閃爍遙控我感受眼前的人帽子遮臉轉角咖啡店戴耳機隔絕了世界我遞上一杯咖啡你笑著說謝謝我知道是你溫暖了空氣我又遇見你這次就讓我為你唱情歌讓我對你說愛你請你相信我的真心別再害怕天塌了我會扛下,"['印象', '中', '你', '帽子', '遮臉', '在', '教室', '裡面', '不', '發', '一語', '過', '每', '一', '天', '眼神', '中', '有點', '落寞', '有點', '藏', '著', '什麼', '我', '問', '你', '搖頭', '眼光', '卻', '閃爍', '遙控', '我', '感受', '眼前', '的', '人', '帽子', '遮臉', '轉角', '咖啡店', '戴', '耳機', '隔絕', '了', '世界', '我', '遞上', '一', '杯', '咖啡', '你', '笑', '著', '說', '謝謝', '我', '知道', '是', '你', '溫暖', '了', '空氣', '我', '又', '遇見', '你', '這', '次', '就', '讓', '我', '為', '你', '唱', '情歌', '讓', '我', '對', '你', '說', '愛', '你', '請', '你', '相信', '我', '的', '真心', '別', '再', '害怕', '天', '塌', '了', '我', '會', '扛下']",印象 帽子 遮臉 教室 裡面 發 一語 天 眼神 有點 落寞 有點 藏 問 搖頭 眼光 閃爍 遙控 感受 眼前 帽子 遮臉 轉角 咖啡店 戴 耳機 隔絕 世界 遞上 杯 咖啡 笑 謝謝 知道 溫暖 空氣 遇見 次 唱 情歌 愛 相信 真心 害怕 天 塌 扛下
年輪說,Rainie Yang,53,0.758,0.478,266453,0.37,0.0,4,0.134,-9.806,1,0.0523,147.995,4,0.318,看回憶這把刀切開我身體研究我的風雨這圈是我那圈是你開過心的開心看成長的痕跡包裹我生命篆刻我的章印計算著我計算著你過不去的過去一是嬰兒哭啼二是學遊戲三是青春物語四是碰巧遇見你了解這個你沉迷這個你,"['看', '回憶', '這', '把', '刀', '切開', '我', '身體', '研究', '我', '的', '風雨', '這', '圈', '是', '我', '那', '圈', '是', '你', '開', '過', '心', '的', '開心', '看', '成長', '的', '痕跡', '包裹', '我', '生命', '篆刻', '我', '的', '章印', '計算', '著', '我', '計算', '著', '你', '過', '不', '去', '的', '過去', '一', '是', '嬰兒', '哭啼', '二', '是', '學', '遊戲', '三', '是', '青春', '物語', '四', '是', '碰巧', '遇見', '你', '了解', '這', '個', '你', '沉迷', '這', '個', '你']",回憶 刀 切開 身體 研究 風雨 圈 圈 開 心 開心 成長 痕跡 包裹 生命 篆刻 章印 計算 計算 過去 嬰兒 哭啼 學 遊戲 青春 物語 碰巧 遇見 了解 沉迷
Last Dance,Wu Bai,55,0.0158,0.463,271533,0.62,1.26e-06,6,0.195,-7.27,0,0.0289,151.311,4,0.492,所以暫時將你眼睛閉了起來黑暗之中漂浮我的期待平靜臉孔映著繽紛色彩讓人好不疼愛你可以隨著我的步伐輕輕柔柔的踩將美麗的回憶慢慢重來突然之間浪漫無法釋懷明天我要離開,"['所以', '暫時', '將', '你', '眼睛', '閉', '了', '起來', '黑暗', '之中', '漂浮', '我', '的', '期待', '平靜', '臉孔', '映', '著', '繽紛', '色彩', '讓', '人', '好不', '疼愛', '你', '可以', '隨著', '我', '的', '步伐', '輕輕柔柔', '的', '踩', '將', '美麗', '的', '回憶', '慢慢', '重來', '突然之間', '浪漫', '無法', '釋懷', '明天', '我', '要', '離開']",暫時 眼睛 閉 起來 黑暗 之中 漂浮 期待 平靜 臉孔 映 繽紛 色彩 好不 疼愛 步伐 輕輕柔柔 踩 美麗 回憶 慢慢 重來 突然之間 浪漫 無法 釋懷 明天 離開
飞鸟和蝉,Ren Ran,62,0.722,0.578,296007,0.508,0.0,10,0.105,-8.884,1,0.0536,147.94,4,0.304,你說青澀最搭初戀如小雪落下海岸線第五個季節某一天上演我們有相遇的時間你說空瓶適合許願在風暖月光的地點第十三月你就如期出現海之角也不再遙遠你驕傲的飛遠我棲息的夏天聽不見的宣言重複過很多年北緯線的思念被季風吹遠吹遠默唸的側臉吹遠鳴唱的詩篇你驕傲的飛遠我棲息的葉片去不同的世界卻從不曾告別,"['你', '說', '青澀', '最', '搭', '初戀', '如', '小', '雪', '落下', '海岸線', '第五', '個', '季節', '某', '一', '天', '上演', '我們', '有', '相遇', '的', '時間', '你', '說', '空', '瓶', '適合', '許願', '在', '風', '暖', '月光', '的', '地點', '第十三月', '你', '就', '如期', '出現', '海', '之', '角', '也', '不再', '遙遠', '你', '驕傲', '的', '飛遠', '我', '棲息', '的', '夏天', '聽', '不', '見', '的', '宣言', '重複', '過', '很多', '年', '北緯線', '的', '思念', '被', '季風', '吹遠', '吹遠', '默唸', '的', '側', '臉', '吹遠', '鳴唱', '的', '詩篇', '你', '驕傲', '的', '飛遠', '我', '棲息', '的', '葉片', '去', '不同', '的', '世界', '卻', '從不', '曾', '告別']",青澀 搭 初戀 雪 落下 海岸線 第五 季節 天 上演 相遇 時間 空 瓶 適合 許願 風 暖 月光 地點 第十三月 如期 出現 海 角 不再 遙遠 驕傲 飛遠 棲息 夏天 聽 見 宣言 重複 很多 北緯線 思念 季風 吹遠 吹遠 默唸 側 臉 吹遠 鳴唱 詩篇 驕傲 飛遠 棲息 葉片 不同 世界 從不 告別
你啊你啊 - 電視劇「用九柑仔店」插曲,Waa Wei,55,0.903,0.585,326227,0.187,0.0,9,0.0929,-12.514,1,0.0364,123.862,4,0.179,我最喜歡和你一起發生的是最平淡最簡單的日常面對面看著彼此咀嚼食物是最平靜最安心的時光我不喜歡你和別人發生的是最曖昧最不明的隱藏面對面看著彼此假裝正常是最可怕最噁心的事啊欸嗚欸嗚欸欸嗚嗚嗚喔喔咦耶咦耶欸嗚嗚嗚喔喔咦耶咦耶欸嗚喔喔喔欸嗚欸嗚欸欸嗚嗚嗚喔喔咦耶咦耶欸嗚嗚嗚喔喔,"['我', '最', '喜歡', '和', '你', '一起', '發生', '的', '是', '最', '平淡', '最', '簡單', '的', '日常', '面對面', '看', '著', '彼此', '咀嚼', '食物', '是', '最', '平靜', '最', '安心', '的', '時光', '我', '不', '喜歡', '你', '和', '別人', '發生', '的', '是', '最', '曖昧', '最', '不明', '的', '隱藏', '面對面', '看', '著', '彼此', '假裝', '正常', '是', '最', '可怕', '最', '噁心', '的', '事', '啊', '欸', '嗚', '欸', '嗚', '欸', '欸', '嗚嗚嗚喔喔', '咦', '耶', '咦', '耶', '欸', '嗚嗚嗚喔喔', '咦耶', '咦', '耶', '欸', '嗚喔', '喔喔', '欸嗚', '欸嗚', '欸', '欸', '嗚嗚嗚喔喔', '咦耶', '咦', '耶', '欸', '嗚嗚嗚喔', '喔']",喜歡 一起 發生 平淡 簡單 日常 面對面 咀嚼 食物 平靜 安心 時光 喜歡 發生 曖昧 不明 隱藏 面對面 假裝 正常 可怕 噁心 事 欸 欸 欸 欸 嗚嗚嗚喔喔 耶 耶 欸 嗚嗚嗚喔喔 咦耶 耶 欸 嗚喔 喔喔 欸嗚 欸嗚 欸 欸 嗚嗚嗚喔喔 咦耶 耶 欸 嗚嗚嗚喔 喔
小情歌（蘇打綠版）,sodagreen,45,0.654,0.535,276627,0.493,0.0,2,0.0673,-7.846,1,0.0307,131.987,4,0.262,這是一首簡單的小情歌唱著人們心腸的曲折我想我很快樂當有你的溫熱腳邊的空氣轉了這是一首簡單的小情歌唱著我們心頭的白鴿我想我很適合當一個歌頌者青春在風中飄著你知道就算大雨讓這座城市顛倒我會給你懷抱受不了看見你背影來到寫下我度秒如年難挨的離騷,"['這', '是', '一', '首', '簡單', '的', '小', '情歌', '唱', '著', '人們', '心腸', '的', '曲折', '我', '想', '我', '很', '快樂', '當', '有', '你', '的', '溫熱', '腳', '邊', '的', '空氣', '轉', '了', '這', '是', '一', '首', '簡單', '的', '小', '情歌', '唱', '著', '我們', '心頭', '的', '白', '鴿', '我', '想', '我', '很', '適合', '當', '一', '個', '歌頌', '者', '青春', '在', '風', '中', '飄', '著', '你', '知道', '就算', '大雨', '讓', '這', '座', '城市', '顛倒', '我', '會', '給', '你', '懷抱', '受不了', '看見', '你', '背影', '來到', '寫下', '我', '度', '秒', '如', '年', '難', '挨', '的', '離騷']",首 簡單 情歌 唱 心腸 曲折 想 快樂 溫熱 腳 空氣 轉 首 簡單 情歌 唱 心頭 白 鴿 想 適合 歌頌 青春 風 飄 知道 大雨 座 城市 顛倒 懷抱 受不了 看見 背影 來到 寫下 度 難 挨 離騷
演員,Joker Xue,62,0.399,0.53,261250,0.432,7.81e-06,11,0.113,-10.678,1,0.0472,182.842,4,0.186,簡單點說話的方式簡單點遞進的情緒請省略你又不是個演員別設計那些情節沒意見我只想看看你怎麼圓你難過的太表面像沒天賦的演員觀眾一眼能看見該配合你演出的我演視而不見在逼一個最愛你的人即興表演什麼時候我們開始收起了底線順應時代的改變看那些拙劣的表演可你曾經那麼愛我幹嘛演出細節我該變成什麼樣子才能延緩厭倦原來當愛放下防備後的這些那些,"['簡單', '點', '說話', '的', '方式', '簡單', '點', '遞進', '的', '情緒', '請', '省略', '你', '又', '不', '是', '個', '演員', '別', '設計', '那些', '情節', '沒', '意見', '我', '只', '想', '看看', '你', '怎麼', '圓', '你', '難過', '的', '太', '表面', '像', '沒', '天賦', '的', '演員', '觀眾', '一', '眼', '能', '看見', '該', '配合', '你', '演出', '的', '我', '演', '視而不見', '在', '逼', '一', '個', '最', '愛', '你', '的', '人', '即興', '表演', '什麼', '時候', '我們', '開始', '收起', '了', '底線', '順應', '時代', '的', '改變', '看', '那些', '拙劣', '的', '表演', '可', '你', '曾經', '那麼', '愛', '我', '幹嘛', '演出', '細節', '我', '該', '變成', '什麼', '樣子', '才', '能', '延緩', '厭倦', '原來', '當', '愛', '放下', '防備', '後', '的', '這些', '那些']",簡單 說話 方式 簡單 遞進 情緒 省略 演員 設計 情節 沒 意見 想 看看 圓 難過 太 表面 沒 天賦 演員 觀眾 眼 看見 配合 演出 演 視而不見 逼 愛 即興 表演 收起 底線 順應 時代 改變 拙劣 表演 曾經 愛 幹嘛 演出 細節 變成 樣子 延緩 厭倦 原來 愛 放下 防備
你是不是有點動心 - Original,Julia Wu,50,0.634,0.591,268350,0.349,0.0,3,0.111,-9.082,1,0.0363,131.927,3,0.323,愛上你的日子總是過得特別快心跳加速從來也不會變緩慢時間就停止現在我不要再說晚安妳還記得那天下雨下得多浪漫陪妳逛街怎麼逛腳都不會痠踩著妳腳印沙灘生日號碼的航班什麼都願意為妳為妳為妳為妳而放下恐懼直到失去力氣直到我有了妳我不寂寞孤寂需要妳的聲音需要妳的呼吸我只想,"['愛上', '你', '的', '日子', '總是', '過', '得', '特別', '快', '心跳', '加速', '從來', '也', '不會', '變', '緩慢', '時間', '就', '停止', '現在', '我', '不要', '再', '說', '晚安', '妳', '還', '記得', '那', '天', '下雨', '下', '得', '多', '浪漫', '陪', '妳', '逛街', '怎麼', '逛', '腳', '都', '不會', '痠', '踩', '著', '妳', '腳印', '沙灘', '生日', '號碼', '的', '航班', '什麼', '都', '願意', '為', '妳', '為', '妳', '為', '妳', '為', '妳', '而', '放下', '恐懼', '直到', '失去', '力氣', '直到', '我', '有', '了', '妳', '我', '不', '寂寞', '孤寂', '需要', '妳', '的', '聲音', '需要', '妳', '的', '呼吸', '我', '只', '想']",愛上 日子 總是 特別 快 心跳 加速 從來 不會 變 緩慢 時間 停止 現在 不要 晚安 妳 記得 天 下雨 浪漫 陪 妳 逛街 逛 腳 不會 痠 踩 妳 腳印 沙灘 生日 號碼 航班 願意 妳 妳 妳 妳 放下 恐懼 失去 力氣 妳 寂寞 孤寂 需要 妳 聲音 需要 妳 呼吸 想
慢慢喜欢你,Karen Mok,57,0.849,0.619,222120,0.255,1.38e-05,7,0.352,-12.823,1,0.0403,130.056,4,0.365,書裡總愛寫到喜出望外的傍晚騎的單車還有他和她的對談女孩的白色衣裳男孩愛看她穿好多橋段好多都浪漫好多人心酸好聚好散好多天都看不完剛才吻那你一下你也喜歡對嗎不然怎麼一直牽我的手不放你說你好想帶我回去你的家鄉綠瓦紅磚柳樹和青苔過去和現在都一個樣你說你也會這樣,"['書', '裡', '總', '愛', '寫到', '喜出望外', '的', '傍晚', '騎', '的', '單車', '還', '有', '他', '和', '她', '的', '對談', '女孩', '的', '白色', '衣裳', '男孩', '愛', '看', '她', '穿', '好多', '橋段', '好多', '都', '浪漫', '好多', '人', '心酸', '好', '聚', '好', '散', '好多', '天', '都', '看', '不', '完', '剛才', '吻', '那', '你', '一下', '你', '也', '喜歡', '對', '嗎', '不然', '怎麼', '一直', '牽', '我', '的', '手', '不', '放', '你', '說', '你', '好', '想', '帶', '我', '回去', '你', '的', '家鄉', '綠瓦', '紅磚', '柳樹', '和', '青苔', '過去', '和', '現在', '都', '一個', '樣', '你', '說', '你', '也', '會', '這樣']",書 裡 總 愛 寫到 喜出望外 傍晚 騎 單車 對談 女孩 白色 衣裳 男孩 愛 穿 好多 橋段 好多 浪漫 好多 心酸 聚 散 好多 天 完 剛才 吻 一下 喜歡 一直 牽 手 放 想 帶 回去 家鄉 綠瓦 紅磚 柳樹 青苔 過去 現在 樣
不是因為天氣晴朗才愛你,理想混蛋,65,0.753,0.507,240754,0.271,1.23e-06,8,0.0883,-13.185,1,0.0347,135.783,4,0.399,不是因為天氣晴朗才愛你不是因為看見星星才想你不是因為剛好沒有別的事才一直一直一直在腦海裡複習擁抱你什麼角度最合適其實我常會想像我們老了的樣子左邊牽著手右手拉小狗可能還有很多小孩子其實我不是因為好天氣才這麼說,"['不', '是', '因為', '天氣', '晴朗', '才', '愛', '你', '不', '是', '因為', '看見', '星星', '才', '想', '你', '不', '是', '因為', '剛好', '沒有', '別的', '事', '才', '一直', '一直', '一直', '在', '腦海', '裡', '複習', '擁抱', '你', '什麼', '角度', '最', '合適', '其實', '我', '常', '會', '想像', '我們', '老', '了', '的', '樣子', '左邊', '牽', '著', '手', '右手', '拉', '小', '狗', '可能', '還', '有', '很多', '小孩子', '其實', '我', '不', '是', '因為', '好', '天氣', '才', '這麼', '說']",天氣 晴朗 愛 看見 星星 想 剛好 事 一直 一直 一直 腦海 裡 複習 擁抱 角度 合適 其實 常 想像 老 樣子 左邊 牽 手 右手 拉 狗 可能 很多 小孩子 其實 天氣
"想見你想見你想見你(電視劇""想見你""片尾曲)",831,62,0.4,0.547,239795,0.666,0.0,6,0.144,-5.694,1,0.0393,129.814,4,0.43,當愛情遺落成遺跡用象形刻劃成回憶想念幾個世紀才是刻骨銘心若能回到冰河時期多想把你抱緊處理你的笑多療癒讓人生也甦醒失去你的風景像座廢墟像失落文明能否一場奇蹟一線生機能不能又再一次相遇想見你只想見你未來過去我只想見你穿越了千個萬個時間線裡人海裡相依用盡了邏輯心機推理愛情最難解的謎會不會妳也和我一樣在等待一句我願意,"['當', '愛情', '遺落成', '遺跡', '用', '象形', '刻劃成', '回憶', '想念', '幾', '個', '世紀', '才', '是', '刻骨銘心', '若', '能', '回到', '冰河', '時期', '多', '想', '把', '你', '抱緊', '處理', '你', '的', '笑', '多', '療癒', '讓', '人生', '也', '甦醒', '失去', '你', '的', '風景', '像', '座', '廢墟', '像', '失落', '文明', '能否', '一', '場', '奇蹟', '一', '線', '生機', '能不能', '又', '再一次', '相遇', '想見', '你', '只', '想見', '你', '未來', '過去', '我', '只', '想見', '你', '穿越', '了', '千', '個', '萬', '個', '時間線', '裡', '人海', '裡', '相依', '用盡', '了', '邏輯', '心機', '推理', '愛情', '最', '難解', '的', '謎', '會不會', '妳', '也', '和', '我', '一樣', '在', '等待', '一', '句', '我', '願意']",愛情 遺落成 遺跡 象形 刻劃成 回憶 想念 世紀 刻骨銘心 回到 冰河 時期 想 抱緊 處理 笑 療癒 人生 甦醒 失去 風景 座 廢墟 失落 文明 場 奇蹟 線 生機 能不能 再一次 相遇 想見 想見 未來 過去 想見 穿越 千 萬 時間線 裡 人海 裡 相依 用盡 邏輯 心機 推理 愛情 難解 謎 會不會 妳 等待 句 願意
當你,Cyndi Wang,63,0.661,0.638,203200,0.646,0.0,4,0.105,-4.615,1,0.0315,135.98,4,0.208,如果有一天我回到從前回到最原始的我你是否會覺得我不錯如果有一天我離你遙遠不能再和你相約你是否會發覺我已經說再見當你的眼睛瞇著笑當你喝可樂當你吵我想對你好你從來不知道想你想你也能成為嗜好當你說今天的煩惱當你說夜深你睡不著我想對你說卻害怕都說錯,"['如果', '有', '一', '天', '我', '回到', '從前', '回到', '最', '原始', '的', '我', '你', '是否', '會', '覺得', '我', '不錯', '如果', '有', '一', '天', '我', '離', '你', '遙遠', '不能', '再', '和', '你', '相約', '你', '是否', '會', '發覺', '我', '已經', '說', '再見', '當', '你', '的', '眼睛', '瞇', '著', '笑', '當', '你', '喝', '可樂', '當', '你', '吵', '我', '想', '對', '你', '好', '你', '從來', '不', '知道', '想', '你', '想', '你', '也', '能', '成為', '嗜好', '當', '你', '說', '今天', '的', '煩惱', '當', '你', '說', '夜深', '你', '睡', '不', '著', '我', '想', '對', '你', '說', '卻', '害怕', '都', '說錯']",天 回到 從前 回到 原始 覺得 不錯 天 遙遠 不能 相約 發覺 已經 再見 眼睛 瞇 笑 喝 可樂 吵 想 從來 知道 想 想 成為 嗜好 今天 煩惱 夜深 睡 想 害怕 說錯
